Version,1,,,,,,,,
Distortion Method,0,,,,,,,,
Width,50.8372,,,,,,,,
Height,50.8372,,,,,,,,
NumCols,101,,,,,,,,
NumRows,101,,,,,,,,
Center X,0,,,,,,,,
Center Y,0,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Index X,Index Y,RefLoc X,RefLoc Y,R_Dist X,R_Dist Y,G_Dist X,G_Dist Y,B_Dist X,B_Dist Y
-50,-50,-25.4186,-25.4186,-20.5338,-20.5338,-20.44126,-20.44126,-20.2167,-20.2167
-50,-49,-25.4186,-24.9102,-20.6689,-20.25548,-20.57692,-20.16532,-20.35362,-19.94664
-50,-48,-25.4186,-24.4018,-20.804,-19.97184,-20.71258,-19.88406,-20.49068,-19.67098
-50,-47,-25.4186,-23.8935,-20.9391,-19.68274,-20.8481,-19.5972,-20.62746,-19.38986
-50,-46,-25.4186,-23.3851,-21.0742,-19.38832,-20.98362,-19.30488,-20.7641,-19.103
-50,-45,-25.4186,-22.8767,-21.20902,-19.08816,-21.11886,-19.00696,-20.90046,-18.8104
-50,-44,-25.4186,-22.3684,-21.34356,-18.7824,-21.25382,-18.70344,-21.03654,-18.51206
-50,-43,-25.4186,-21.86,-21.47768,-18.4709,-21.38836,-18.39404,-21.17192,-18.20784
-50,-42,-25.4186,-21.3516,-21.61138,-18.15352,-21.52234,-18.07876,-21.30688,-17.89774
-50,-41,-25.4186,-20.8432,-21.74438,-17.8304,-21.65576,-17.75774,-21.441,-17.58162
-50,-40,-25.4186,-20.3349,-21.87668,-17.5014,-21.78834,-17.4307,-21.57442,-17.25948
-50,-39,-25.4186,-19.8265,-22.00814,-17.16638,-21.92008,-17.09764,-21.70686,-16.93132
-50,-38,-25.4186,-19.3181,-22.13862,-16.82534,-22.05084,-16.75856,-21.83832,-16.59714
-50,-37,-25.4186,-18.8098,-22.26812,-16.47842,-22.18048,-16.4136,-21.96852,-16.2568
-50,-36,-25.4186,-18.3014,-22.39636,-16.12548,-22.309,-16.06248,-22.0976,-15.9103
-50,-35,-25.4186,-17.793,-22.52334,-15.76638,-22.43612,-15.70534,-22.22528,-15.55778
-50,-34,-25.4186,-17.2846,-22.64892,-15.40126,-22.56184,-15.34204,-22.35156,-15.1991
-50,-33,-25.4186,-16.7763,-22.77282,-15.03012,-22.68602,-14.97272,-22.47616,-14.83426
-50,-32,-25.4186,-16.2679,-22.89518,-14.65282,-22.80852,-14.59738,-22.59894,-14.46326
-50,-31,-25.4186,-15.7595,-23.01558,-14.26964,-22.92906,-14.21602,-22.7199,-14.08638
-50,-30,-25.4186,-15.2511,-23.13416,-13.880454,-23.04764,-13.828612,-22.8389,-13.70334
-50,-29,-25.4186,-14.7428,-23.2505,-13.48529,-23.16426,-13.435254,-22.9558,-13.314336
-50,-28,-25.4186,-14.2344,-23.36474,-13.084232,-23.2785,-13.035974,-23.07032,-12.919382
-50,-27,-25.4186,-13.726,-23.47646,-12.677322,-23.3905,-12.630842,-23.18246,-12.518548
-50,-26,-25.4186,-13.2177,-23.5858,-12.26463,-23.49984,-12.219928,-23.29208,-12.111918
-50,-25,-25.4186,-12.7093,-23.69248,-11.846254,-23.60666,-11.803302,-23.39918,-11.699562
-50,-24,-25.4186,-12.2009,-23.79636,-11.422278,-23.71054,-11.381076,-23.5032,-11.281564
-50,-23,-25.4186,-11.6925,-23.89744,-10.9928,-23.81162,-10.953348,-23.60442,-10.858064
-50,-22,-25.4186,-11.1842,-23.9953,-10.557932,-23.90962,-10.520216,-23.70256,-10.429146
-50,-21,-25.4186,-10.6758,-24.09008,-10.117814,-24.0044,-10.081834,-23.79748,-9.99495
-50,-20,-25.4186,-10.1674,-24.18136,-9.672572,-24.09582,-9.638314,-23.88904,-9.555616
-50,-19,-25.4186,-9.65906,-24.26928,-9.222346,-24.18374,-9.189824,-23.9771,-9.111298
-50,-18,-25.4186,-9.15069,-24.3537,-8.767318,-24.26816,-8.736518,-24.06152,-8.662164
-50,-17,-25.4186,-8.64232,-24.4342,-8.307642,-24.34866,-8.278564,-24.1423,-8.208368
-50,-16,-25.4186,-8.13395,-24.51092,-7.843514,-24.42552,-7.816158,-24.21902,-7.750106
-50,-15,-25.4186,-7.62557,-24.58372,-7.375116,-24.49832,-7.349482,-24.29196,-7.287574
-50,-14,-25.4186,-7.1172,-24.65246,-6.902672,-24.56692,-6.878746,-24.3607,-6.820982
-50,-13,-25.4186,-6.60883,-24.71686,-6.426378,-24.63146,-6.404174,-24.42524,-6.350554
-50,-12,-25.4186,-6.10046,-24.77706,-5.946486,-24.69152,-5.925976,-24.48544,-5.876486
-50,-11,-25.4186,-5.59209,-24.83278,-5.463206,-24.74738,-5.444404,-24.54116,-5.399058
-50,-10,-25.4186,-5.08372,-24.88402,-4.97679,-24.79848,-4.95971,-24.5924,-4.91848
-50,-9,-25.4186,-4.57534,-24.93064,-4.487504,-24.84524,-4.472132,-24.63902,-4.435032
-50,-8,-25.4186,-4.06697,-24.9725,-3.9956,-24.8871,-3.981936,-24.68102,-3.948966
-50,-7,-25.4186,-3.5586,-25.00974,-3.501358,-24.92434,-3.489402,-24.71826,-3.460548
-50,-6,-25.4186,-3.05023,-25.04208,-3.005044,-24.95668,-2.994796,-24.7506,-2.970072
-50,-5,-25.4186,-2.54186,-25.06952,-2.506952,-24.98412,-2.498412,-24.77804,-2.477804
-50,-4,-25.4186,-2.03349,-25.09206,-2.007376,-25.00666,-2.000544,-24.80072,-1.984052
-50,-3,-25.4186,-1.52511,-25.1097,-1.506582,-25.0243,-1.501458,-24.81822,-1.489096
-50,-2,-25.4186,-1.01674,-25.1223,-1.004892,-25.0369,-1.001476,-24.83082,-0.9932342
-50,-1,-25.4186,-0.508372,-25.12986,-0.5025972,-25.04446,-0.5008892,-24.83838,-0.496769
-50,0,-25.4186,0,-25.13238,-7.28E-18,-25.04698,-6.85E-18,-24.8409,-5.81E-18
-50,1,-25.4186,0.508372,-25.12986,0.5025972,-25.04446,0.5008892,-24.83838,0.496769
-50,2,-25.4186,1.01674,-25.1223,1.004892,-25.0369,1.001476,-24.83082,0.9932342
-50,3,-25.4186,1.52511,-25.1097,1.506582,-25.0243,1.501458,-24.81822,1.489096
-50,4,-25.4186,2.03349,-25.09206,2.007376,-25.00666,2.000544,-24.80072,1.984052
-50,5,-25.4186,2.54186,-25.06952,2.506952,-24.98412,2.498412,-24.77804,2.477804
-50,6,-25.4186,3.05023,-25.04208,3.005044,-24.95668,2.994796,-24.7506,2.970072
-50,7,-25.4186,3.5586,-25.00974,3.501358,-24.92434,3.489402,-24.71826,3.460548
-50,8,-25.4186,4.06697,-24.9725,3.9956,-24.8871,3.981936,-24.68102,3.948966
-50,9,-25.4186,4.57534,-24.93064,4.487504,-24.84524,4.472132,-24.63902,4.435032
-50,10,-25.4186,5.08372,-24.88402,4.97679,-24.79848,4.95971,-24.5924,4.91848
-50,11,-25.4186,5.59209,-24.83278,5.463206,-24.74738,5.444404,-24.54116,5.399058
-50,12,-25.4186,6.10046,-24.77706,5.946486,-24.69152,5.925976,-24.48544,5.876486
-50,13,-25.4186,6.60883,-24.71686,6.426378,-24.63146,6.404174,-24.42524,6.350554
-50,14,-25.4186,7.1172,-24.65246,6.902672,-24.56692,6.878746,-24.3607,6.820982
-50,15,-25.4186,7.62557,-24.58372,7.375116,-24.49832,7.349482,-24.29196,7.287574
